25,19,255,rgba
0,0,255,255,255,
1,0,255,255,255,
2,0,255,255,255,
3,0,255,255,255,
4,0,255,255,255,
5,0,255,255,255,
6,0,255,255,255,
7,0,255,255,255,
8,0,255,255,255,
9,0,255,255,255,
10,0,255,255,255,
11,0,255,255,255,
12,0,255,255,255,
13,0,255,255,255,
14,0,255,255,255,
15,0,255,255,255,
16,0,255,255,255,
17,0,255,255,255,
18,0,255,255,255,
19,0,255,255,255,
20,0,255,255,255,
21,0,255,255,255,
22,0,255,255,255,
23,0,255,255,255,
24,0,255,255,255,
0,1,255,255,255,
1,1,255,255,255,
2,1,255,255,255,
3,1,255,255,255,
4,1,255,255,255,
5,1,255,255,255,
6,1,255,255,255,
7,1,255,255,255,
8,1,255,255,255,
9,1,255,255,255,
10,1,255,255,255,
11,1,255,255,255,
12,1,255,255,255,
13,1,255,255,255,
14,1,0,0,0,
15,1,0,0,0,
16,1,0,0,0,
17,1,255,255,255,
18,1,255,255,255,
19,1,255,255,255,
20,1,255,255,255,
21,1,255,255,255,
22,1,255,255,255,
23,1,255,255,255,
24,1,255,255,255,
0,2,255,255,255,
1,2,255,255,255,
2,2,255,255,255,
3,2,255,255,255,
4,2,255,255,255,
5,2,255,255,255,
6,2,255,255,255,
7,2,255,255,255,
8,2,255,255,255,
9,2,255,255,255,
10,2,255,255,255,
11,2,255,255,255,
12,2,255,255,255,
13,2,0,0,0,
14,2,218,229,1,
15,2,218,229,1,
16,2,218,229,1,
17,2,0,0,0,
18,2,255,255,255,
19,2,255,255,255,
20,2,255,255,255,
21,2,255,255,255,
22,2,255,255,255,
23,2,255,255,255,
24,2,255,255,255,
0,3,255,255,255,
1,3,255,255,255,
2,3,255,255,255,
3,3,255,255,255,
4,3,255,255,255,
5,3,255,255,255,
6,3,255,255,255,
7,3,255,255,255,
8,3,255,255,255,
9,3,255,255,255,
10,3,255,255,255,
11,3,79,79,79,
12,3,0,0,0,
13,3,218,229,1,
14,3,218,229,1,
15,3,218,229,1,
16,3,218,229,1,
17,3,218,229,1,
18,3,0,0,0,
19,3,255,255,255,
20,3,255,255,255,
21,3,255,255,255,
22,3,255,255,255,
23,3,255,255,255,
24,3,255,255,255,
0,4,255,255,255,
1,4,255,255,255,
2,4,255,255,255,
3,4,255,255,255,
4,4,255,255,255,
5,4,255,255,255,
6,4,255,255,255,
7,4,255,255,255,
8,4,255,255,255,
9,4,255,255,255,
10,4,255,255,255,
11,4,79,79,79,
12,4,0,0,0,
13,4,218,229,1,
14,4,218,229,1,
15,4,218,229,1,
16,4,0,0,0,
17,4,218,229,1,
18,4,0,0,0,
19,4,255,255,255,
20,4,255,255,255,
21,4,255,255,255,
22,4,255,255,255,
23,4,255,255,255,
24,4,255,255,255,
0,5,255,255,255,
1,5,255,255,255,
2,5,255,255,255,
3,5,255,255,255,
4,5,255,255,255,
5,5,255,255,255,
6,5,255,255,255,
7,5,255,255,255,
8,5,255,255,255,
9,5,255,255,255,
10,5,255,255,255,
11,5,79,79,79,
12,5,0,0,0,
13,5,218,229,1,
14,5,218,229,1,
15,5,218,229,1,
16,5,218,229,1,
17,5,255,74,3,
18,5,255,74,3,
19,5,0,0,0,
20,5,255,255,255,
21,5,255,255,255,
22,5,255,255,255,
23,5,255,255,255,
24,5,255,255,255,
0,6,255,255,255,
1,6,255,255,255,
2,6,255,255,255,
3,6,255,255,255,
4,6,255,255,255,
5,6,255,255,255,
6,6,255,255,255,
7,6,255,255,255,
8,6,255,255,255,
9,6,255,255,255,
10,6,255,255,255,
11,6,255,255,255,
12,6,255,255,255,
13,6,0,0,0,
14,6,218,229,1,
15,6,218,229,1,
16,6,218,229,1,
17,6,0,0,0,
18,6,0,0,0,
19,6,255,255,255,
20,6,255,255,255,
21,6,255,255,255,
22,6,255,255,255,
23,6,255,255,255,
24,6,255,255,255,
0,7,255,255,255,
